연도,시도,총학생수,총학급수,특수학급수,학급당_학생수,특수학급_비율,총학업중단자,총학생수_기준,학업중단률,학업중단률_중,학업중단률_고,자퇴_합계,전출_합계,전입_합계,순전출,다문화학생_합계,중도입국_합계,해외출국_합계,학생1인당_교지면적_평균,학생1인당_건물면적_평균,다문화학생_비율,중도입국_비율,해외출국_비율,자퇴_비율,proxy_index,GRDP_1인당,사교육_참여율,사교육_참여율_초,사교육_참여율_중,사교육_참여율_고,사교육비_1인당_만원,교원1인당_학생수,미달률_고_실측,미달률_중_실측,미달률_평균_실측,전국_미달률_중,전국_미달률_고,전국_미달률_평균,proxy_index_old,proxy_index_source,proxy_risk_pct,proxy_risk_score,proxy_index_v3,학력향상_원,누리과정_원,다문화이탈주민_원,돌봄교실_원,세출액,학력향상_세출비중,학력향상_억원,누리과정_세출비중,누리과정_억원,다문화이탈주민_세출비중,다문화이탈주민_억원,돌봄교실_세출비중,돌봄교실_억원,학력향상_학생당_천원,누리과정_학생당_천원,다문화이탈주민_학생당_천원,돌봄교실_학생당_천원
2020,부산,303849,13339,553,22.78,4.146,2609.0,311059.0,0.839,0.7,1.6,1256,10460,9880,580,6251,463,733,31.316785438629243,20.932129114247697,2.057,0.1524,0.2412,0.4134,45.6,27204.0,67.1,68.6,69.6,61.5,28.3,16.94,,,,8.966666666666667,9.633333333333333,9.3,55.84,위험도합성지수(Ridge),4.583,45.6,5.334,8190533160.0,,,,4730720000000.0,0.17313502299861333,81.9053316,,,,,,,26.95593258493528,,,
2021,부산,302777,13383,558,22.62,4.169,1670.0,303849.0,0.55,0.4,1.1,780,12051,11673,378,6771,501,318,31.78349013485385,21.24535994390393,2.236,0.1655,0.105,0.2576,44.42,29395.0,77.4,84.0,76.5,64.5,36.9,16.56,,,,7.833333333333333,10.366666666666664,9.1,20.0,위험도합성지수(Ridge),4.486,44.42,5.219,31446972140.0,,,,4979710000000.0,0.6315020782334715,314.4697214,,,,,,,103.86182616248922,,,
2022,부산,299960,13583,571,22.08,4.204,1960.0,302777.0,0.647,0.4,1.4,1042,10280,10020,260,7050,503,320,32.3648127025505,21.753388617639075,2.35,0.1677,0.1067,0.3474,49.1,31611.0,78.7,85.3,79.0,63.8,39.5,15.94,,,,11.1,10.766666666666666,10.933333333333334,24.64,위험도합성지수(Ridge),4.871,49.1,6.271,22212341000.0,227875229270.0,2689883380.0,12549457260.0,4875337718000.0,0.4556062017609751,222.12341,4.674039880943485,2278.7522927,0.05517327281900515,26.8988338,0.2574069323170527,125.4945726,74.05101013468462,759.6853889518602,8.96747359647953,41.83710248033071
2023,부산,297085,13516,582,21.98,4.306,2496.0,299960.0,0.832,0.5,1.7,1162,9195,9071,124,7383,507,566,32.499827141299285,21.980466896126472,2.485,0.1707,0.1905,0.3911,56.87,31611.0,80.1,88.1,76.3,66.6,43.4,15.54,,,,9.366666666666667,11.300000000000002,10.333333333333336,31.45,위험도합성지수(Ridge),5.51,56.87,5.926,31908753000.0,204232047490.0,3264756620.0,15139553200.0,5665481438000.0,0.5632134417735251,319.08753,3.604848938700203,2042.3204749,0.057625404932091846,32.6475662,0.2672244780197266,151.395532,107.40613965700052,687.4532456704311,10.989301445714188,50.96034198966626
2024,부산,293544,13486,611,21.77,4.531,2554.0,297085.0,0.86,0.6,1.9,1336,10068,9872,196,7774,503,507,32.49961645398729,22.04298033787094,2.648,0.1714,0.1727,0.4551,60.63,31611.0,81.3,88.0,81.5,67.3,48.3,15.32,,,,9.999999999999998,9.466666666666669,9.733333333333333,37.64,위험도합성지수(Ridge),5.82,60.63,5.582,35924838000.0,196490468260.0,3558593560.0,14257351520.0,5247851073000.0,0.6845628334392332,359.24838,3.7442081630505144,1964.9046826,0.06781049062746526,35.5859356,0.27167980420316323,142.5735152,122.38314528656693,669.3731374512851,12.122862535088435,48.56972556073366
2012,서울,1161632,40005,1136,29.04,2.84,17924.0,1219799.0,1.469,1.4,1.9,0,54727,50521,4206,7373,1175,10255,16.671709208538694,11.443749070739358,0.635,0.1012,0.8828,0.0,37.04,33312.0,73.5,82.0,72.7,61.8,31.2,19.01,4.8,2.5,3.65,,,,71.06,위험도합성지수(Ridge),3.879,37.04,3.65,,,,,,,,,,,,,,,,,
2013,서울,1107766,39326,1182,28.17,3.006,16126.0,1161632.0,1.388,1.3,1.9,6207,47419,43352,4067,8574,1323,8784,17.24896626510033,12.15668691167484,0.774,0.1194,0.7929,0.5603,45.36,34105.0,75.0,84.8,74.7,61.6,32.8,18.3,5.2,3.6,4.4,,,,87.16,위험도합성지수(Ridge),4.563,45.36,4.4,7085724360.0,,,,7872250000000.0,0.09000888386420655,70.8572436,,,,,,,6.396408952793279,,,
2014,서울,1064741,38706,1198,27.51,3.095,14134.0,1107766.0,1.276,1.2,1.7,5416,41269,38029,3240,9831,1477,7667,17.978137118213294,12.914095002148647,0.923,0.1387,0.7201,0.5087,45.96,35113.0,74.4,84.3,73.3,61.3,33.5,17.94,6.166666666666666,3.9333333333333336,5.05,,,,79.42,위험도합성지수(Ridge),4.613,45.96,5.05,5970646620.0,,,,7741820000000.0,0.07712200257820513,59.7064662,,,,,,,5.6076046850830386,,,
2015,서울,1022447,38262,1203,26.72,3.144,12384.0,1064741.0,1.163,1.0,1.5,4567,42026,39296,2730,11642,1435,7027,18.657179814923666,13.59609672669296,1.139,0.1403,0.6873,0.4467,45.5,37236.0,74.3,82.9,74.1,61.8,33.8,17.4,7.133333333333333,4.266666666666667,5.699999999999999,3.533333333333333,4.166666666666667,3.85,64.35,위험도합성지수(Ridge),4.575,45.5,5.7,5015353750.0,,,,7927850000000.0,0.06326247027882717,50.1535375,,,,,,,4.905245699777104,,,
2016,서울,975589,37745,1213,25.85,3.214,11144.0,1022447.0,1.09,1.0,1.4,4032,39268,34632,4636,13762,1578,6595,19.29660430465005,14.394755928989488,1.411,0.1617,0.676,0.4133,49.15,39356.0,73.7,84.2,69.9,61.5,35.2,16.94,7.566666666666667,4.466666666666667,6.016666666666668,3.633333333333333,4.533333333333333,4.083333333333333,61.18,위험도합성지수(Ridge),4.875,49.15,6.017,2129732690.0,,,,8345110000000.0,0.025520726389466408,21.2973269,,,,,,,2.183022451052646,,,
2017,서울,938302,37397,1219,25.09,3.26,10950.0,975589.0,1.122,0.9,1.4,4180,38542,33009,5533,14947,1639,6171,20.22758460343956,15.166693188510928,1.593,0.1747,0.6577,0.4455,54.12,41374.0,77.6,86.5,76.0,65.5,39.1,16.58,,,,4.3,6.333333333333333,5.316666666666666,53.1,위험도합성지수(Ridge),5.284,54.12,7.852,3385655820.0,,,,8999040000000.0,0.03762241105717943,33.8565582,,,,,,,3.6082794452106035,,,
2018,서울,900684,37125,1238,24.26,3.335,11546.0,938302.0,1.231,1.0,1.6,4399,35933,32624,3309,16023,1789,6280,21.37508554523564,16.063723116104278,1.779,0.1986,0.6972,0.4884,61.79,43664.0,79.9,89.5,74.8,68.3,41.1,16.21,,,,6.933333333333334,6.666666666666667,6.800000000000001,58.22,위험도합성지수(Ridge),5.915,61.79,10.043,4002540840.0,,,,9600560000000.0,0.041690701792395445,40.0254084,,,,,,,4.443890243415005,,,
2019,서울,866395,36938,1276,23.46,3.454,11837.0,900684.0,1.314,1.1,1.8,4520,34692,28660,6032,17745,1786,6400,22.441958456344736,17.006343062191206,2.048,0.2061,0.7387,0.5217,68.15,45118.0,80.0,87.6,77.2,68.9,45.1,16.03,,,,6.4,5.533333333333334,5.966666666666667,63.86,위험도합성지수(Ridge),6.438,68.15,8.812,4794947970.0,,,,10968000000000.0,0.043717614606126914,47.9494797,,,,,,,5.534367084297578,,,
2020,서울,840933,36673,1317,22.93,3.591,11886.0,866395.0,1.372,1.2,1.8,4236,33057,30858,2199,18121,1677,6494,23.18500572473556,17.669501821579498,2.155,0.1994,0.7722,0.5037,68.95,46221.0,75.0,77.1,76.0,70.1,45.3,15.84,,,,8.966666666666667,9.633333333333333,9.3,67.25,위험도합성지수(Ridge),6.504,68.95,13.735,16298450860.0,,,,10607600000000.0,0.153648807081715,162.9845086,,,,,,,19.381390503167317,,,
2021,서울,825503,36153,1342,22.83,3.712,6418.0,840933.0,0.763,0.7,1.0,2299,36147,33267,2880,19195,1631,2932,23.546510870153806,18.11259292323292,2.325,0.1976,0.3552,0.2785,54.33,49680.0,81.5,87.6,78.4,73.4,52.9,15.67,,,,7.833333333333333,10.366666666666664,9.1,18.08,위험도합성지수(Ridge),5.301,54.33,13.44,77407021830.0,,,,11445000000000.0,0.6763392034076016,774.0702183,,,,,,,93.76952213377784,,,
2022,서울,806340,35922,1390,22.45,3.869,9165.0,825503.0,1.11,0.8,1.6,3371,35702,30608,5094,19351,1645,4303,24.03351198780321,18.699176417664063,2.4,0.204,0.5336,0.4181,67.2,51612.0,84.3,91.2,80.7,75.0,59.6,15.33,,,,11.1,10.766666666666666,10.933333333333334,33.62,위험도합성지수(Ridge),6.36,67.2,16.147,57350694000.0,549052282815.0,7067683493.0,26338678870.0,10588635087000.0,0.5416249925395129,573.50694,5.185297994536508,5490.52282815,0.06674782382176167,70.67683493,0.24874479716783163,263.3867887,71.12470421906391,680.9190698898728,8.765140626782745,32.664482563186745
2023,서울,784871,35204,1438,22.29,4.085,11902.0,806340.0,1.476,1.1,1.9,3902,28811,26810,2001,20173,1628,5646,24.59330178047887,19.284669720318465,2.57,0.2074,0.7194,0.4972,79.56,51612.0,84.8,91.3,81.9,75.5,62.8,14.96,,,,9.366666666666667,11.300000000000002,10.333333333333336,51.48,위험도합성지수(Ridge),7.377,79.56,15.261,105487210000.0,480192409440.0,7562100693.0,45108176250.0,12891521178000.0,0.8182681356488712,1054.8721,3.724870035193918,4801.9240944,0.05865949090558132,75.62100693,0.34990576850604155,451.0817625,134.40069769427078,611.810615298565,9.634832594146044,57.47208936245574
2024,서울,766206,34432,1478,22.25,4.293,12037.0,784871.0,1.534,1.1,2.0,4101,29189,28456,733,21000,1642,5386,24.856117445756613,19.48914380737168,2.741,0.2143,0.7029,0.5352,83.85,51612.0,86.1,93.1,85.1,74.7,67.3,14.98,,,,9.999999999999998,9.466666666666669,9.733333333333333,56.14,위험도합성지수(Ridge),7.73,83.85,14.375,31457304000.0,472528036830.0,7916818827.0,46261491660.0,11160536248000.0,0.28186194015217897,314.57304,4.233918750227422,4725.2803683,0.07093582827096429,79.16818827,0.41450957760466206,462.6149166,41.055935348979254,616.7114807636589,10.332493907643636,60.37735499330467
2012,울산,170293,5836,192,29.18,3.29,1588.0,178473.0,0.89,0.7,1.8,0,7477,7546,-69,719,46,484,22.34500848369601,13.014633119378717,0.422,0.027,0.2842,0.0,0.0,62242.0,70.9,83.1,69.3,55.3,22.4,17.3,0.9333333333333332,1.1333333333333333,1.0333333333333332,,,,37.49,위험도합성지수(Ridge),0.831,0.0,1.033,,,,,,,,,,,,,,,,,
2013,울산,162879,5766,212,28.25,3.677,1422.0,170293.0,0.835,0.7,1.6,795,5925,6028,-103,993,59,440,24.43926879584893,13.949877950188103,0.61,0.0362,0.2701,0.4881,8.06,62653.0,67.3,80.4,68.3,48.8,22.4,16.53,0.9666666666666668,1.5,1.2333333333333334,,,,57.88,위험도합성지수(Ridge),1.494,8.06,1.233,7203261960.0,,,,1360540000000.0,0.5294413953283255,72.0326196,,,,,,,44.224620485145415,,,
2014,울산,156837,5799,219,27.05,3.777,1236.0,162879.0,0.759,0.6,1.4,700,5262,5227,35,1285,96,388,25.08020254139699,14.837251216396076,0.819,0.0612,0.2474,0.4463,12.34,60925.0,67.6,79.2,67.6,51.8,22.2,15.87,0.8833333333333333,1.3333333333333337,1.1083333333333334,,,,47.16,위험도합성지수(Ridge),1.846,12.34,1.108,5526495190.0,,,,1446120000000.0,0.38216020731336264,55.2649519,,,,,,,35.23719014008174,,,
2015,울산,151314,5725,217,26.43,3.79,922.0,156837.0,0.588,0.5,1.0,448,6194,6182,12,1740,131,357,25.90478129845925,15.708554184426047,1.15,0.0866,0.2359,0.2961,14.22,62605.0,69.6,81.8,71.4,50.6,21.9,15.59,0.7999999999999999,1.1666666666666667,0.9833333333333334,3.533333333333333,4.166666666666667,3.85,32.02,위험도합성지수(Ridge),2.001,14.22,0.983,2197415070.0,,,,1385320000000.0,0.15862147879190366,21.9741507,,,,,,,14.522219160157025,,,
2016,울산,145530,5643,215,25.79,3.81,758.0,151314.0,0.501,0.5,0.8,314,5165,4878,287,2207,134,338,27.980189950033783,16.782226649107585,1.517,0.0921,0.2323,0.2158,17.19,64021.0,68.1,81.3,61.3,54.2,23.9,15.1,0.9333333333333332,0.8000000000000002,0.8666666666666667,3.633333333333333,4.533333333333333,4.083333333333333,21.76,위험도합성지수(Ridge),2.245,17.19,0.867,3247359590.0,,,,1462080000000.0,0.22210546550120377,32.4735959,,,,,,,22.314021782450354,,,
2017,울산,140877,5622,225,25.06,4.002,772.0,145530.0,0.53,0.4,0.9,379,4471,4032,439,2523,155,272,29.551623513170508,17.771068264455906,1.791,0.11,0.1931,0.269,22.08,65370.0,69.4,80.3,66.6,54.5,23.6,14.68,,,,4.3,6.333333333333333,5.316666666666666,23.05,위험도합성지수(Ridge),2.648,22.08,1.24,5391529730.0,,,,1651290000000.0,0.32650411072555396,53.9152973,,,,,,,38.271185005359285,,,
2018,울산,136883,5577,233,24.54,4.178,751.0,140877.0,0.533,0.4,0.9,361,4715,4200,515,2792,169,249,31.270718976690272,18.71517925288622,2.04,0.1235,0.1819,0.2637,28.14,63793.0,73.3,83.0,69.7,59.2,26.5,14.31,,,,6.933333333333334,6.666666666666667,6.800000000000001,17.16,위험도합성지수(Ridge),3.146,28.14,1.586,5161676830.0,,,,1696330000000.0,0.30428494632530223,51.6167683,,,,,,,37.708676972304815,,,
2019,울산,133313,5609,236,23.77,4.208,802.0,136883.0,0.586,0.4,1.1,404,3941,3348,593,3073,179,247,33.34696934791199,19.86065769540403,2.305,0.1343,0.1853,0.303,33.54,65112.0,73.0,79.9,71.1,60.6,27.4,13.97,,,,6.4,5.533333333333334,5.966666666666667,20.41,위험도합성지수(Ridge),3.591,33.54,1.391,1726112540.0,,,,1897670000000.0,0.09095957358234046,17.2611254,,,,,,,12.94781859233533,,,
2020,울산,130585,5580,253,23.4,4.534,735.0,133313.0,0.551,0.4,1.0,319,5296,4859,437,3264,182,262,34.255451565214805,20.73363505034953,2.5,0.1394,0.2006,0.2443,35.44,60895.0,65.2,66.5,65.3,62.2,25.4,13.71,,,,8.966666666666667,9.633333333333333,9.3,23.46,위험도합성지수(Ridge),3.747,35.44,2.169,2218923840.0,,,,1907600000000.0,0.11632018452505766,22.1892384,,,,,,,16.992180112570356,,,
2021,울산,130220,5603,268,23.24,4.783,455.0,130585.0,0.348,0.3,0.7,226,4146,3666,480,3542,214,102,34.58821719974265,20.942684310618034,2.72,0.1643,0.0783,0.1736,34.01,69392.0,73.7,79.4,73.9,61.0,30.0,13.52,,,,7.833333333333333,10.366666666666664,9.1,8.77,위험도합성지수(Ridge),3.629,34.01,2.122,10643574040.0,,,,2038840000000.0,0.5220406721469071,106.4357404,,,,,,,81.73532514206728,,,
2022,울산,128973,5749,285,22.43,4.957,662.0,130220.0,0.508,0.3,1.0,302,3958,3298,660,3633,201,174,35.03584599939061,21.278159072261023,2.817,0.1558,0.1349,0.2342,37.68,77511.0,78.4,86.0,76.6,63.5,36.7,13.11,,,,11.1,10.766666666666666,10.933333333333334,6.45,위험도합성지수(Ridge),3.931,37.68,2.55,10717389000.0,96249164000.0,3117207680.0,1303168000.0,2024022227000.0,0.5295094518742159,107.17389,4.755341256437695,962.49164,0.154010545853556,31.1720768,0.0643850636922872,13.03168,83.09792747319206,746.27374721841,24.169459344203823,10.104192350336893
2023,울산,127872,5683,300,22.5,5.279,803.0,128973.0,0.623,0.4,1.3,354,3193,2760,433,3836,205,231,34.42869954818027,21.265727981694592,3.0,0.1603,0.1806,0.2768,41.88,77511.0,78.2,86.6,72.8,65.9,36.8,13.12,,,,9.366666666666667,11.300000000000002,10.333333333333336,18.98,위험도합성지수(Ridge),4.277,41.88,2.41,12846564000.0,83546244200.0,2025791270.0,981302000.0,2394518853000.0,0.5364987619080567,128.46564,3.4890618670773104,835.462442,0.08460118271618386,20.2579127,0.04098117660550322,9.81302,100.46424549549549,653.3583912037037,15.84233663350851,7.6740959709709715
2024,울산,126110,5616,309,22.46,5.502,821.0,127872.0,0.642,0.3,1.4,415,4258,3949,309,4005,261,203,34.358047352716625,21.31417626519477,3.176,0.207,0.161,0.3291,50.17,77511.0,79.8,87.7,77.7,66.0,39.9,13.02,,,,9.999999999999998,9.466666666666669,9.733333333333333,27.12,위험도합성지수(Ridge),4.959,50.17,2.27,1970815000.0,77384104650.0,1749650000.0,2456556600.0,2231928751000.0,0.08830098179061452,19.70815,3.4671404548791527,773.8410465,0.07839183931010708,17.4965,0.11006429299767553,24.565566,15.62774561890413,613.6238573467608,13.87399888985806,19.479475061454288
2012,인천,376113,13135,437,28.63,3.327,3810.0,391241.0,0.974,1.0,1.8,0,20434,22133,-1699,2468,242,1161,19.0107206956485,12.2665270518979,0.656,0.0643,0.3087,0.0,16.52,23770.0,66.6,78.9,63.6,50.7,20.3,18.09,1.6666666666666667,1.3,1.4833333333333334,,,,61.06,위험도합성지수(Ridge),2.19,16.52,1.483,,,,,,,,,,,,,,,,,
2013,인천,364004,13105,479,27.78,3.655,3328.0,376113.0,0.885,0.9,1.6,1668,17469,18680,-1211,2942,289,1020,19.829849845301144,13.112813372813363,0.808,0.0794,0.2802,0.4582,23.92,24526.0,65.3,77.4,63.1,49.4,20.8,17.37,1.9,2.1,2.0,,,,73.71,위험도합성지수(Ridge),2.799,23.92,2.0,9620464630.0,,,,2635710000000.0,0.36500467160651207,96.2046463,,,,,,,26.429557449918132,,,
2014,인천,354743,13099,488,27.08,3.725,3035.0,364004.0,0.834,0.7,1.5,1501,15298,16122,-824,3662,348,1017,20.34083640907669,13.7649306270796,1.032,0.0981,0.2867,0.4231,27.67,26068.0,65.9,78.4,64.2,48.1,21.1,16.76,2.333333333333333,2.5,2.416666666666667,,,,65.21,위험도합성지수(Ridge),3.108,27.67,2.417,10846723790.0,,,,2896030000000.0,0.37453768745489513,108.4672379,,,,,,,30.576287030329,,,
2015,인천,345200,13065,499,26.42,3.819,2485.0,354743.0,0.701,0.6,1.3,1230,14247,14425,-178,4516,460,917,20.993200302343443,14.39109110192306,1.308,0.1333,0.2656,0.3563,31.11,27798.0,65.9,78.7,62.2,48.7,21.3,16.52,2.766666666666667,2.9,2.833333333333333,3.533333333333333,4.166666666666667,3.85,59.36,위험도합성지수(Ridge),3.391,31.11,2.833,4290917290.0,,,,2953720000000.0,0.14527163339788468,42.9091729,,,,,,,12.430235486674391,,,
2016,인천,335022,13054,522,25.66,3.999,2266.0,345200.0,0.656,0.5,1.1,1013,15213,15054,159,5191,553,914,21.97106415350237,15.221130338653625,1.549,0.1651,0.2728,0.3024,36.64,29120.0,64.9,79.8,57.4,47.3,23.2,16.04,3.1666666666666665,3.1333333333333333,3.15,3.633333333333333,4.533333333333333,4.083333333333333,54.98,위험도합성지수(Ridge),3.846,36.64,3.15,9091744850.0,,,,3095550000000.0,0.29370369885803815,90.9174485,,,,,,,27.137754684766968,,,
2017,인천,327491,13016,540,25.16,4.149,2346.0,335022.0,0.7,0.6,1.3,1162,13164,13317,-153,6007,538,805,22.91240731249376,15.830704549973284,1.834,0.1643,0.2458,0.3548,40.45,30284.0,68.0,79.0,61.2,55.3,25.1,15.71,,,,4.3,6.333333333333333,5.316666666666666,54.58,위험도합성지수(Ridge),4.159,40.45,4.01,8068468750.0,,,,3433580000000.0,0.23498706160916594,80.6846875,,,,,,,24.63722285497922,,,
2018,인천,320352,13167,550,24.33,4.177,2441.0,327491.0,0.745,0.7,1.3,1122,13131,11974,1157,6904,603,828,23.759855060055987,16.514306629422858,2.155,0.1882,0.2585,0.3502,48.49,30194.0,72.6,83.0,68.6,56.7,27.7,15.3,,,,6.933333333333334,6.666666666666667,6.800000000000001,52.93,위험도합성지수(Ridge),4.821,48.49,5.129,8107006330.0,,,,3858160000000.0,0.2101262345263027,81.0700633,,,,,,,25.30655756792528,,,
2019,인천,313712,13149,564,23.86,4.289,2701.0,320352.0,0.843,0.7,1.6,1267,13363,12475,888,7912,652,831,24.773822882237628,17.38256839061535,2.522,0.2078,0.2649,0.4039,57.44,30584.0,75.1,83.4,71.9,61.1,31.3,15.04,,,,6.4,5.533333333333334,5.966666666666667,57.82,위험도합성지수(Ridge),5.557,57.44,4.5,9635797460.0,,,,4223350000000.0,0.228155314146353,96.3579746,,,,,,,30.715425167032183,,,
2020,인천,308160,13043,603,23.63,4.623,2690.0,313712.0,0.857,0.7,1.6,1197,13994,13320,674,8851,717,863,25.222206955108778,17.974410329360683,2.872,0.2327,0.28,0.3884,62.59,30367.0,66.6,69.7,65.7,60.8,30.1,14.78,,,,8.966666666666667,9.633333333333333,9.3,70.37,위험도합성지수(Ridge),5.981,62.59,7.014,9206756600.0,,,,4257430000000.0,0.21625150853918912,92.067566,,,,,,,29.876546599169263,,,
2021,인천,307177,13103,626,23.44,4.778,1482.0,308160.0,0.481,0.4,0.9,669,15812,14264,1548,10048,683,372,25.891717786905343,18.568840843620013,3.271,0.2223,0.1211,0.2178,56.48,33551.0,73.9,78.8,73.7,63.7,34.4,14.56,,,,7.833333333333333,10.366666666666664,9.1,32.02,위험도합성지수(Ridge),5.478,56.48,6.863,20658043670.0,,,,4911870000000.0,0.4205739091221876,206.5804367,,,,,,,67.25127099359652,,,
2022,인천,306493,13258,660,23.12,4.978,2109.0,307177.0,0.687,0.4,1.5,1074,14068,14809,-741,10897,761,422,26.65372528282905,19.2115519132616,3.555,0.2483,0.1377,0.3504,67.78,35295.0,77.9,85.3,73.9,66.4,38.6,14.19,,,,11.1,10.766666666666666,10.933333333333334,46.67,위험도합성지수(Ridge),6.408,67.78,8.246,34771882000.0,226946600220.0,4330714000.0,16677809110.0,4796950174000.0,0.7248747795728094,347.71882,4.731060194247496,2269.4660022,0.09028057084005059,43.30714,0.34767526251149256,166.7780911,113.4508194314389,740.4625887703797,14.12989529940325,54.41497557856134
2023,인천,306771,13469,684,22.78,5.078,2582.0,306493.0,0.842,0.6,1.8,1237,11968,14185,-2217,12258,926,596,26.65645623538175,19.26071490921601,3.996,0.3019,0.1943,0.4032,81.75,35295.0,77.3,84.9,73.7,65.2,42.4,14.26,,,,9.366666666666667,11.300000000000002,10.333333333333336,69.99,위험도합성지수(Ridge),7.557,81.75,7.793,40196991000.0,214709879000.0,5420315300.0,22340719690.0,5354104742000.0,0.7507696045741646,401.96991,4.010191980663348,2147.09879,0.10123663172818817,54.203153,0.4172634038095925,223.4071969,131.03256500777454,699.9027906809966,17.668929918408192,72.82539643577783
2024,인천,306136,13369,716,22.9,5.356,2857.0,306771.0,0.931,0.7,1.9,1411,13883,15994,-2111,13772,1058,636,26.525516021429777,19.34653353404562,4.499,0.3456,0.2078,0.4609,93.62,35295.0,78.0,84.2,76.2,67.4,45.9,14.26,,,,9.999999999999998,9.466666666666669,9.733333333333333,85.45,위험도합성지수(Ridge),8.534,93.62,7.341,16251888000.0,203789020600.0,5783806200.0,19385609130.0,5107057212000.0,0.3182241225301551,162.51888,3.990341445973212,2037.890206,0.11325125135488692,57.838062,0.3795847261011651,193.8560913,53.08715080879087,665.6813331329867,18.892930592939088,63.32352003684637
2012,전남,248886,10318,461,24.12,4.468,2226.0,259737.0,0.857,0.6,2.1,0,12871,11846,1025,3737,87,333,67.81921358463522,19.04486158266398,1.501,0.035,0.1338,0.0,23.65,36201.0,62.1,79.2,62.3,36.8,17.2,15.72,2.5333333333333337,3.233333333333334,2.8833333333333337,,,,43.68,위험도합성지수(Ridge),2.777,23.65,2.883,,,,,,,,,,,,,,,,,
2013,전남,238884,10073,480,23.72,4.765,1932.0,248886.0,0.776,0.5,1.8,1258,10242,9795,447,4420,108,264,70.02676699538851,19.944917616952186,1.85,0.0452,0.1105,0.5266,32.64,37264.0,59.0,73.0,64.1,34.6,16.8,15.2,2.533333333333333,3.733333333333333,3.133333333333333,,,,61.61,위험도합성지수(Ridge),3.517,32.64,3.133,9029987700.0,,,,3038470000000.0,0.297188640993658,90.299877,,,,,,,37.80072210780127,,,
2014,전남,230258,9935,484,23.18,4.872,1733.0,238884.0,0.725,0.5,1.7,1107,10463,10059,404,5023,106,188,71.9935493531447,20.83003562326554,2.181,0.046,0.0816,0.4808,35.17,36953.0,58.5,72.7,62.7,35.2,16.4,14.53,2.95,4.316666666666666,3.633333333333333,,,,55.43,위험도합성지수(Ridge),3.725,35.17,3.633,9358754820.0,,,,3385290000000.0,0.2764535629148463,93.5875482,,,,,,,40.64464565834846,,,
2015,전남,221581,9800,487,22.61,4.969,1532.0,230258.0,0.665,0.4,1.5,977,10158,10048,110,6090,96,222,74.97691522084232,22.2143198754812,2.748,0.0433,0.1002,0.4409,39.49,38339.0,59.6,74.3,63.1,36.3,16.5,14.25,3.3666666666666667,4.9,4.133333333333333,3.533333333333333,4.166666666666667,3.85,45.17,위험도합성지수(Ridge),4.08,39.49,4.133,9140114490.0,,,,3161340000000.0,0.28912152726375523,91.4011449,,,,,,,41.24954075484812,,,
2016,전남,213135,9663,485,22.06,5.019,1296.0,221581.0,0.585,0.4,1.3,839,9454,9965,-511,6977,172,200,78.62961190105207,23.725980487788988,3.274,0.0807,0.0938,0.3936,47.31,39824.0,54.9,66.1,52.0,41.8,16.2,13.77,4.066666666666666,4.666666666666667,4.366666666666667,3.633333333333333,4.533333333333333,4.083333333333333,44.49,위험도합성지수(Ridge),4.724,47.31,4.367,8970187240.0,,,,3286770000000.0,0.272918008865847,89.7018724,,,,,,,42.086880334060574,,,
2017,전남,206506,9597,495,21.52,5.158,1295.0,213135.0,0.608,0.4,1.3,835,8632,8884,-252,7819,271,235,81.38603128096965,24.97269983055037,3.786,0.1312,0.1138,0.4043,59.03,41076.0,57.0,68.8,57.3,39.4,15.8,13.38,,,,4.3,6.333333333333333,5.316666666666666,51.97,위험도합성지수(Ridge),5.688,59.03,5.696,12603731800.0,,,,3693620000000.0,0.34122979082850974,126.037318,,,,,,,61.033247460122226,,,
2018,전남,199653,9599,510,20.8,5.313,1385.0,206506.0,0.671,0.4,1.4,877,8459,8259,200,8571,293,293,84.88163103186862,26.378132035983484,4.293,0.1468,0.1468,0.4393,69.59,42131.0,61.5,72.5,61.5,43.7,19.0,12.76,,,,6.933333333333334,6.666666666666667,6.800000000000001,48.91,위험도합성지수(Ridge),6.557,69.59,7.286,11375302940.0,,,,4033610000000.0,0.282012959606903,113.7530294,,,,,,,56.97536696167851,,,
2019,전남,193370,9621,535,20.1,5.561,1363.0,199653.0,0.683,0.4,1.5,844,7580,7368,212,9337,268,285,87.62938320684043,27.71103299413208,4.829,0.1386,0.1474,0.4365,73.69,43402.0,60.9,69.0,58.3,48.5,18.1,12.2,,,,6.4,5.533333333333334,5.966666666666667,46.16,위험도합성지수(Ridge),6.894,73.69,6.393,11587664570.0,,,,4345200000000.0,0.26667735823437355,115.8766457,,,,,,,59.92483099756943,,,
2020,전남,187567,9639,561,19.46,5.82,1302.0,193370.0,0.673,0.4,1.5,770,7270,6840,430,9627,290,277,90.33917913475987,29.12710354996192,5.133,0.1546,0.1477,0.4105,78.91,43957.0,58.1,63.0,58.5,48.7,19.1,11.69,,,,8.966666666666667,9.633333333333333,9.3,47.74,위험도합성지수(Ridge),7.324,78.91,9.964,14777262160.0,,,,4079720000000.0,0.36221265577049405,147.7726216,,,,,,,78.78391273518262,,,
